batch_id,tweet_in_batch,tweet_id,tweet,condition,R1_response,R2_response,R3_response,R1_label,R2_label,R3_label
438,4,2892,RT @###### Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
438,4,2892,RT @###### Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
438,4,2892,RT @###### Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,C.HS,NH,NH,NH,NH,NH,NH
438,4,2892,RT @###### Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,C.OL,OL,OL,OL,OL,OL,OL
438,5,2130,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
438,5,2130,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
438,5,2130,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,C.HS,NH,NH,NH,NH,NH,NH
438,5,2130,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,C.OL,OL,OL,OL,OL,OL,OL
438,6,1014,@###### bring it bitch.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
438,6,1014,@###### bring it bitch.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
438,6,1014,@###### bring it bitch.,C.HS,NH,NH,NH,NH,NH,NH
438,6,1014,@###### bring it bitch.,C.OL,OL,OL,OL,OL,OL,OL
439,1,2870,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
439,1,2870,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
439,1,2870,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,C.HS,NH,NH,HS,NH,NH,HS
439,1,2870,Too bad Brandon Lavergne isn't gonna have that vein spiked at Angola. #mickey,C.OL,OL,OL,OL,OL,OL,OL
439,2,1251,@###### bitch meet up,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
439,2,1251,@###### bitch meet up,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
439,2,1251,@###### bitch meet up,C.HS,NH,NH,NH,NH,NH,NH
439,2,1251,@###### bitch meet up,C.OL,OL,OL,OL,OL,OL,OL
439,3,1207,"@###### lemme just throw a 302 in it, how's the tranny??",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
439,3,1207,"@###### lemme just throw a 302 in it, how's the tranny??",B,"NH, OL","NH, NO","NH, OL","NH, OL","NH, NO","NH, OL"
439,3,1207,"@###### lemme just throw a 302 in it, how's the tranny??",C.HS,NH,NH,NH,NH,NH,NH
439,3,1207,"@###### lemme just throw a 302 in it, how's the tranny??",C.OL,OL,OL,OL,OL,OL,OL
439,4,1805,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
439,4,1805,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
439,4,1805,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,C.HS,HS,HS,HS,HS,HS,HS
439,4,1805,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,C.OL,OL,OL,OL,OL,OL,OL
439,5,667,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
439,5,667,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
439,5,667,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back,C.HS,NH,NH,HS,NH,NH,HS
439,5,667,What up fake ass hoe? I'm not gone fought you today. Gimme my nigga hand back,C.OL,OL,OL,OL,OL,OL,OL
439,6,358,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
439,6,358,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,B,"NH, OL","NH, NO","NH, NO","NH, OL","NH, NO","NH, NO"
439,6,358,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,C.HS,NH,NH,NH,NH,NH,NH
439,6,358,Idiotic censorship drive by #France President fails to understand that he's empowering Jihadis by censoring the internet wholesale #fail,C.OL,NO,NO,NO,NO,NO,NO
440,1,2694,&#8220;@###### Been watching madea plays every night &#128514;&#8221;singing ass bitches,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
440,1,2694,&#8220;@###### Been watching madea plays every night &#128514;&#8221;singing ass bitches,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
440,1,2694,&#8220;@###### Been watching madea plays every night &#128514;&#8221;singing ass bitches,C.HS,NH,NH,NH,NH,NH,NH
440,1,2694,&#8220;@###### Been watching madea plays every night &#128514;&#8221;singing ass bitches,C.OL,OL,OL,OL,OL,OL,OL
440,2,1699,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
440,2,1699,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
440,2,1699,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;,C.HS,NH,NH,NH,NH,NH,NH
440,2,1699,RT @###### Rickie Shitstache &amp; the rest of these pussies better enjoy this back injury. 2015 will be nothing but birdie putts and&#8230;,C.OL,OL,OL,OL,OL,OL,OL
440,3,446,RT @###### Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;,A,"OL, NH","NO, NH","OL, NH","OL, NH","NO, NH","OL, NH"
440,3,446,RT @###### Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
440,3,446,RT @###### Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;,C.HS,NH,NH,NH,NH,NH,NH
440,3,446,RT @###### Chile I'm taking greyhound everywhere from now on. Yo hoes and bout to fly me into no building or fly me over the Bermuda &#8230;,C.OL,OL,OL,OL,OL,OL,OL
440,4,644,Thank you Charlie @###### @###### @###### @###### @###### @######,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
440,4,644,Thank you Charlie @###### @###### @###### @###### @###### @######,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
440,4,644,Thank you Charlie @###### @###### @###### @###### @###### @######,C.HS,NH,NH,NH,NH,NH,NH
440,4,644,Thank you Charlie @###### @###### @###### @###### @###### @######,C.OL,NO,NO,NO,NO,NO,NO
440,5,2054,RT @###### Some birds aren't meant to be caged,A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
440,5,2054,RT @###### Some birds aren't meant to be caged,B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
440,5,2054,RT @###### Some birds aren't meant to be caged,C.HS,NH,NH,NH,NH,NH,NH
440,5,2054,RT @###### Some birds aren't meant to be caged,C.OL,NO,NO,NO,NO,NO,NO
440,6,1588,"I, I see some hoes in hurrrr",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
440,6,1588,"I, I see some hoes in hurrrr",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
440,6,1588,"I, I see some hoes in hurrrr",C.HS,NH,NH,NH,NH,NH,NH
440,6,1588,"I, I see some hoes in hurrrr",C.OL,OL,OL,OL,OL,OL,OL
441,1,68,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
441,1,68,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
441,1,68,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",C.HS,NH,NH,NH,NH,NH,NH
441,1,68,"The DMV system was recently restructured on the narrative outline of Dante's inferno. Only edit, Dante is a fat pissed-off cunt.",C.OL,OL,OL,OL,OL,OL,OL
441,2,2164,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",A,"NO, NH","NO, NH","NO, NH","NO, NH","NO, NH","NO, NH"
441,2,2164,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",B,"NH, NO","NH, NO","NH, NO","NH, NO","NH, NO","NH, NO"
441,2,2164,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",C.HS,NH,NH,NH,NH,NH,NH
441,2,2164,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",C.OL,NO,NO,NO,NO,NO,NO
441,3,1503,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
441,3,1503,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
441,3,1503,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,C.HS,HS,HS,HS,HS,HS,HS
441,3,1503,As soon as we left Iraq all these towel heads think they can fucking barge in and take over what we worked so hard to set up. Pisses me off.,C.OL,OL,OL,OL,OL,OL,OL
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,C.HS,HS,HS,HS,HS,HS,HS
441,4,970,RT @###### Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl,C.OL,OL,OL,OL,OL,OL,OL
441,5,2612,"@###### @###### hoe hoe hoe, merry Christmas",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
441,5,2612,"@###### @###### hoe hoe hoe, merry Christmas",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
441,5,2612,"@###### @###### hoe hoe hoe, merry Christmas",C.HS,NH,NH,NH,NH,NH,NH
441,5,2612,"@###### @###### hoe hoe hoe, merry Christmas",C.OL,OL,OL,OL,OL,OL,OL
441,6,1839,@###### I don't fight bitchez. They bitch during it to much.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
441,6,1839,@###### I don't fight bitchez. They bitch during it to much.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
441,6,1839,@###### I don't fight bitchez. They bitch during it to much.,C.HS,NH,NH,NH,NH,NH,NH
441,6,1839,@###### I don't fight bitchez. They bitch during it to much.,C.OL,OL,OL,OL,OL,OL,OL
442,1,321,RT @###### Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
442,1,321,RT @###### Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
442,1,321,RT @###### Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;,C.HS,NH,NH,NH,NH,NH,NH
442,1,321,RT @###### Someone at the building next door is taunting me by having a grill going at 8:30. I think I'd cut a bitch for a sausage&#8230;,C.OL,OL,OL,OL,OL,OL,OL
442,2,2886,RT @###### Some of you hoes got so much to say with so little&#128134;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
442,2,2886,RT @###### Some of you hoes got so much to say with so little&#128134;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
442,2,2886,RT @###### Some of you hoes got so much to say with so little&#128134;,C.HS,NH,NH,NH,NH,NH,NH
442,2,2886,RT @###### Some of you hoes got so much to say with so little&#128134;,C.OL,OL,OL,OL,OL,OL,OL
442,3,2084,&#8220;@###### ppl who think webbie betta then boosie jus retarded&#8221;,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
442,3,2084,&#8220;@###### ppl who think webbie betta then boosie jus retarded&#8221;,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
442,3,2084,&#8220;@###### ppl who think webbie betta then boosie jus retarded&#8221;,C.HS,HS,HS,NH,HS,HS,NH
442,3,2084,&#8220;@###### ppl who think webbie betta then boosie jus retarded&#8221;,C.OL,OL,OL,OL,OL,OL,OL
442,4,2546,RT @###### Free wop,A,"OL, NH","OL, NH","NO, NH","OL, NH","OL, NH","NO, NH"
442,4,2546,RT @###### Free wop,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
442,4,2546,RT @###### Free wop,C.HS,NH,NH,NH,NH,NH,NH
442,4,2546,RT @###### Free wop,C.OL,OL,OL,NO,OL,OL,NO
442,5,925,"Fuckkkkk!!! My nig a g tho, he gonna come back",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
442,5,925,"Fuckkkkk!!! My nig a g tho, he gonna come back",B,"NH, OL","HS, OL","HS, OL","NH, OL","HS, OL","HS, OL"
442,5,925,"Fuckkkkk!!! My nig a g tho, he gonna come back",C.HS,NH,NH,NH,NH,NH,NH
442,5,925,"Fuckkkkk!!! My nig a g tho, he gonna come back",C.OL,OL,OL,OL,OL,OL,OL
442,6,2480,@###### kill the coons!!!!!!,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
442,6,2480,@###### kill the coons!!!!!!,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
442,6,2480,@###### kill the coons!!!!!!,C.HS,HS,HS,HS,HS,HS,HS
442,6,2480,@###### kill the coons!!!!!!,C.OL,OL,OL,OL,OL,OL,OL
443,1,59,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
443,1,59,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
443,1,59,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,C.HS,HS,HS,HS,HS,HS,HS
443,1,59,God people can be so mean. This Asian guy held the door for these girls and they said they were surprised he could see it with his slant eye,C.OL,OL,OL,OL,OL,OL,OL
443,2,536,No bitch. You slut. RT @###### @###### CHILL,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
443,2,536,No bitch. You slut. RT @###### @###### CHILL,B,"NH, OL","HS, OL","NH, OL","NH, OL","HS, OL","NH, OL"
443,2,536,No bitch. You slut. RT @###### @###### CHILL,C.HS,NH,NH,NH,NH,NH,NH
443,2,536,No bitch. You slut. RT @###### @###### CHILL,C.OL,OL,OL,OL,OL,OL,OL
443,3,2722,&#8220;@###### this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
443,3,2722,&#8220;@###### this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
443,3,2722,&#8220;@###### this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;,C.HS,NH,NH,NH,NH,NH,NH
443,3,2722,&#8220;@###### this bitch tried the wrong one &#128514;&#128553; it'll all go down hill from now &#128536;&#8221;&#128064;,C.OL,OL,OL,OL,OL,OL,OL
443,4,1116,"@###### @###### he has one called ""pussy pop"" I think it's for cats",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
443,4,1116,"@###### @###### he has one called ""pussy pop"" I think it's for cats",B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
443,4,1116,"@###### @###### he has one called ""pussy pop"" I think it's for cats",C.HS,NH,NH,NH,NH,NH,NH
443,4,1116,"@###### @###### he has one called ""pussy pop"" I think it's for cats",C.OL,OL,OL,OL,OL,OL,OL
443,5,193,@###### he's am has no clue #heeb,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
443,5,193,@###### he's am has no clue #heeb,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
443,5,193,@###### he's am has no clue #heeb,C.HS,NH,HS,HS,NH,HS,HS
443,5,193,@###### he's am has no clue #heeb,C.OL,OL,OL,OL,OL,OL,OL
443,6,2107,RT @###### &#128557;&#128557;&#128557;&#128557;&#128557; RT @###### Tight pants and loud colors!!! You look like a fag! &#128557;,A,"OL, HS","OL, HS","OL, HS","OL, HS","OL, HS","OL, HS"
443,6,2107,RT @###### &#128557;&#128557;&#128557;&#128557;&#128557; RT @###### Tight pants and loud colors!!! You look like a fag! &#128557;,B,"HS, OL","HS, OL","HS, OL","HS, OL","HS, OL","HS, OL"
443,6,2107,RT @###### &#128557;&#128557;&#128557;&#128557;&#128557; RT @###### Tight pants and loud colors!!! You look like a fag! &#128557;,C.HS,HS,HS,HS,HS,HS,HS
443,6,2107,RT @###### &#128557;&#128557;&#128557;&#128557;&#128557; RT @###### Tight pants and loud colors!!! You look like a fag! &#128557;,C.OL,OL,OL,OL,OL,OL,OL
444,1,309,RT @###### Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,A,"OL, NH","NO, NH","OL, NH","OL, NH","NO, NH","OL, NH"
444,1,309,RT @###### Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,B,"NH, NO","NH, OL","NH, NO","NH, NO","NH, OL","NH, NO"
444,1,309,RT @###### Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,C.HS,NH,NH,NH,NH,NH,NH
444,1,309,RT @###### Party of Racists just elected a black dude in the South. The party of War on Women just elected first ever woman in redneck&#8230;,C.OL,OL,OL,OL,OL,OL,OL
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,B,"NH, OL","NH, OL","NH, OL","NH, OL","NH, OL","NH, OL"
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.HS,NH,NH,NH,NH,NH,NH
444,2,32,I hate that when I have assigned seats they sit me by the most annoying bitches in the whole class.,C.OL,OL,OL,OL,OL,OL,OL
444,3,689,"Don't dance, Iggy. It's trash just like your music.",A,"OL, NH","OL, NH","OL, NH","OL, NH","OL, NH","OL, NH"
